,DateTime,Junction,ID,Vehicles
0,2017-07-01 00:00:00,1,20170701001,69.70497430534205
1,2017-07-01 01:00:00,1,20170701011,60.198934417333035
2,2017-07-01 02:00:00,1,20170701021,50.74176623993849
3,2017-07-01 03:00:00,1,20170701031,42.91369433586293
4,2017-07-01 04:00:00,1,20170701041,37.65449213084481
5,2017-07-01 05:00:00,1,20170701051,35.26170221776356
6,2017-07-01 06:00:00,1,20170701061,35.78682785582364
7,2017-07-01 07:00:00,1,20170701071,39.31057522983185
8,2017-07-01 08:00:00,1,20170701081,45.838842692252506
9,2017-07-01 09:00:00,1,20170701091,54.732928720441464
10,2017-07-01 10:00:00,1,20170701101,63.979627338550266
11,2017-07-01 11:00:00,1,20170701111,70.43992461170846
12,2017-07-01 12:00:00,1,20170701121,71.92182395400614
13,2017-07-01 13:00:00,1,20170701131,69.17797040083558
14,2017-07-01 14:00:00,1,20170701141,65.12277468907082
15,2017-07-01 15:00:00,1,20170701151,62.39540548745416
16,2017-07-01 16:00:00,1,20170701161,62.01655519780643
17,2017-07-01 17:00:00,1,20170701171,63.46091308868993
18,2017-07-01 18:00:00,1,20170701181,65.31094228217256
19,2017-07-01 19:00:00,1,20170701191,66.19069899640957
20,2017-07-01 20:00:00,1,20170701201,65.55510439240044
21,2017-07-01 21:00:00,1,20170701211,63.63260905155646
22,2017-07-01 22:00:00,1,20170701221,60.68700279336115
23,2017-07-01 23:00:00,1,20170701231,56.56708114713361
24,2017-07-02 00:00:00,1,20170702001,51.044108210581385
25,2017-07-02 01:00:00,1,20170702011,44.4670058845607
26,2017-07-02 02:00:00,1,20170702021,37.876794903804075
27,2017-07-02 03:00:00,1,20170702031,32.43017450001311
28,2017-07-02 04:00:00,1,20170702041,28.85972688619052
29,2017-07-02 05:00:00,1,20170702051,27.457397454644674
30,2017-07-02 06:00:00,1,20170702061,28.359213566415033
31,2017-07-02 07:00:00,1,20170702071,31.753995526781345
32,2017-07-02 08:00:00,1,20170702081,37.801250098073474
33,2017-07-02 09:00:00,1,20170702091,46.14519013405505
34,2017-07-02 10:00:00,1,20170702101,55.22002505138203
35,2017-07-02 11:00:00,1,20170702111,62.311392239699046
36,2017-07-02 12:00:00,1,20170702121,65.27681693849216
37,2017-07-02 13:00:00,1,20170702131,64.477271906725
38,2017-07-02 14:00:00,1,20170702141,62.378349037876994
39,2017-07-02 15:00:00,1,20170702151,61.45603265331471
40,2017-07-02 16:00:00,1,20170702161,62.835284587789836
41,2017-07-02 17:00:00,1,20170702171,66.15787030597397
42,2017-07-02 18:00:00,1,20170702181,70.05775253828729
43,2017-07-02 19:00:00,1,20170702191,73.04623722099761
44,2017-07-02 20:00:00,1,20170702201,74.4034903244942
45,2017-07-02 21:00:00,1,20170702211,74.23831147375498
46,2017-07-02 22:00:00,1,20170702221,72.728226838478
47,2017-07-02 23:00:00,1,20170702231,69.57469172275819
48,2017-07-03 00:00:00,1,20170703001,64.36670494089653
49,2017-07-03 01:00:00,1,20170703011,57.41954677130706
50,2017-07-03 02:00:00,1,20170703021,50.01654311400759
51,2017-07-03 03:00:00,1,20170703031,43.72800718687796
52,2017-07-03 04:00:00,1,20170703041,39.67055109524292
53,2017-07-03 05:00:00,1,20170703051,38.41021590910319
54,2017-07-03 06:00:00,1,20170703061,40.29906533731993
55,2017-07-03 07:00:00,1,20170703071,45.74857256362125
56,2017-07-03 08:00:00,1,20170703081,55.10595226730783
57,2017-07-03 09:00:00,1,20170703091,67.92720958241684
58,2017-07-03 10:00:00,1,20170703101,81.9096482624348
59,2017-07-03 11:00:00,1,20170703111,92.94262940654919
60,2017-07-03 12:00:00,1,20170703121,97.70181694782407
61,2017-07-03 13:00:00,1,20170703131,96.6362905293801
62,2017-07-03 14:00:00,1,20170703141,93.4254169325914
63,2017-07-03 15:00:00,1,20170703151,91.79560064580117
64,2017-07-03 16:00:00,1,20170703161,93.42077819481115
65,2017-07-03 17:00:00,1,20170703171,97.7224954325952
66,2017-07-03 18:00:00,1,20170703181,102.62974440083315
67,2017-07-03 19:00:00,1,20170703191,105.94871062489982
68,2017-07-03 20:00:00,1,20170703201,106.68409222823449
69,2017-07-03 21:00:00,1,20170703211,105.08149575997881
70,2017-07-03 22:00:00,1,20170703221,101.4929089437623
71,2017-07-03 23:00:00,1,20170703231,95.6145629240817
72,2017-07-04 00:00:00,1,20170704001,87.0251992566688
73,2017-07-04 01:00:00,1,20170704011,76.31200424662465
74,2017-07-04 02:00:00,1,20170704021,65.29849704284241
75,2017-07-04 03:00:00,1,20170704031,56.05082235510742
76,2017-07-04 04:00:00,1,20170704041,49.90785894562985
77,2017-07-04 05:00:00,1,20170704051,47.417641955385655
78,2017-07-04 06:00:00,1,20170704061,48.8159622325925
79,2017-07-04 07:00:00,1,20170704071,54.383146135970534
80,2017-07-04 08:00:00,1,20170704081,64.30042384531473
81,2017-07-04 09:00:00,1,20170704091,77.83152163915757
82,2017-07-04 10:00:00,1,20170704101,92.20758587830802
83,2017-07-04 11:00:00,1,20170704111,102.8587390951224
84,2017-07-04 12:00:00,1,20170704121,106.37636886905605
85,2017-07-04 13:00:00,1,20170704131,103.60067678431086
86,2017-07-04 14:00:00,1,20170704141,98.71143339538068
87,2017-07-04 15:00:00,1,20170704151,95.68324447041947
88,2017-07-04 16:00:00,1,20170704161,96.16706506486801
89,2017-07-04 17:00:00,1,20170704171,99.45429870968121
90,2017-07-04 18:00:00,1,20170704181,103.38082322514154
91,2017-07-04 19:00:00,1,20170704191,105.75487586997775
92,2017-07-04 20:00:00,1,20170704201,105.64421614254422
93,2017-07-04 21:00:00,1,20170704211,103.350998673881
94,2017-07-04 22:00:00,1,20170704221,99.25674859356201
95,2017-07-04 23:00:00,1,20170704231,93.08194134205326
96,2017-07-05 00:00:00,1,20170705001,84.42432391518656
97,2017-07-05 01:00:00,1,20170705011,73.8481322230749
98,2017-07-05 02:00:00,1,20170705021,63.09454502527137
99,2017-07-05 03:00:00,1,20170705031,54.1255179831514
100,2017-07-05 04:00:00,1,20170705041,48.2035068247391
101,2017-07-05 05:00:00,1,20170705051,45.84201678836335
102,2017-07-05 06:00:00,1,20170705061,47.27031578080211
103,2017-07-05 07:00:00,1,20170705071,52.777116372767374
104,2017-07-05 08:00:00,1,20170705081,62.56965069230555
105,2017-07-05 09:00:00,1,20170705091,75.97130492754243
106,2017-07-05 10:00:00,1,20170705101,90.31134987448979
107,2017-07-05 11:00:00,1,20170705111,101.11099556638601
108,2017-07-05 12:00:00,1,20170705121,104.96566339169316
109,2017-07-05 13:00:00,1,20170705131,102.62140816300187
110,2017-07-05 14:00:00,1,20170705141,98.15475968072467
111,2017-07-05 15:00:00,1,20170705151,95.5020435558698
112,2017-07-05 16:00:00,1,20170705161,96.33230905167535
113,2017-07-05 17:00:00,1,20170705171,99.96510222252151
114,2017-07-05 18:00:00,1,20170705181,104.23941350471789
115,2017-07-05 19:00:00,1,20170705191,106.93700379857927
116,2017-07-05 20:00:00,1,20170705201,107.09308989138694
117,2017-07-05 21:00:00,1,20170705211,104.99250677087043
