Id,SalePrice
1461,117284.98916043655
1462,163334.1861747274
1463,165587.3832688079
1464,186970.1778620953
1465,223423.72558819246
1466,182011.58446952153
1467,172993.02444765694
1468,175246.07946241787
1469,207760.4300215888
1470,103448.0093815889
1471,209541.64512611798
1472,124096.21585280274
1473,110738.91344373592
1474,169782.41706317815
1475,150887.88318207744
1476,326335.9934089312
1477,267800.4623710419
1478,296788.4675904721
1479,284769.5201272147
1480,380241.6803554952
1481,298246.4307462233
1482,235010.9006341789
1483,187567.56784007256
1484,196046.86752690747
1485,187752.34724567388
1486,212528.08659859945
1487,309326.2939079985
1488,269516.23959326954
1489,204695.4442971357
1490,200122.3567892242
1491,210897.93978566467
1492,105119.99783913116
1493,188219.38909709314
1494,288449.4131407916
1495,284512.83529881295
1496,222243.93669763522
1497,208561.43779093155
1498,179428.2647962867
1499,179428.2647962867
1500,159930.48478164396
1501,175538.4075923611
1502,172069.61254281492
1503,263107.7101652804
1504,244632.12161475024
1505,223638.8869243298
1506,217842.00250493793
1507,240722.28813610948
1508,205187.19362604897
1509,179305.5708121336
1510,151145.437451847
1511,149700.20259556524
1512,170243.51641667518
1513,182729.57986522606
1514,158363.0075837454
1515,206749.20852308103
1516,168359.58930439316
1517,149033.94111853768
1518,177830.16658632096
1519,224598.72372918332
1520,128382.34522428049
1521,133140.84385705309
1522,190221.27876013215
1523,102843.07431205176
1524,115365.76714741066
1525,113312.99165374052
1526,114631.2351755061
1527,92703.91101018712
1528,138085.59735983796
1529,144988.60421057
1530,183863.01394520258
1531,115156.3435142946
1532,83735.86073363363
1533,158135.93820542633
1534,136924.38187449647
1535,142397.2884206731
1536,117793.30089977954
1537,46456.95691026875
1538,184612.1992879376
1539,221243.04677179584
1540,144587.36846473848
1541,158716.61977619142
1542,143874.00529587234
1543,201909.22778666276
1544,64461.27838915703
1545,124162.12395102822
1546,148575.87055406487
1547,128762.44748480653
1548,146944.94515575655
1549,113619.12491635501
1550,142462.81888859055
1551,132692.97736620414
1552,140029.76683375915
1553,126918.56642103195
1554,128371.42002416088
1555,164987.58223273174
1556,103223.96930968913
1557,111606.92161975137
1558,114857.05911123648
1559,98177.89998751867
1560,141122.36727251543
1561,144052.62223952205
1562,112350.5470938154
1563,107629.65870793979
1564,165231.2821592572
1565,145651.06594195822
1566,216445.7853329013
1567,78075.04954568401
1568,205247.46508626186
1569,98512.01993194921
1570,138670.16544256825
1571,115030.07156515936
1572,129030.50267873984
1573,227762.53153272264
1574,151511.40513085003
1575,213635.07890142
1576,227550.70536852174
1577,206336.68372424308
1578,144459.4482963063
1579,138396.78071213828
1580,212452.5272372265
1581,124007.65115967824
1582,125278.82639150321
1583,299011.7321988959
1584,237994.68281933328
1585,151576.7154339298
1586,31994.983170815045
1587,106601.88451385405
1588,135560.63448077918
1589,103800.66676902655
1590,149457.81943279656
1591,75609.83786184527
1592,121971.6234655159
1593,132504.81809890014
1594,135820.84872545907
1595,119416.67736468615
1596,217784.2911095539
1597,184964.59135681717
1598,200043.24721471558
1599,206464.21015515854
1600,216377.01703310432
1601,8941.691352107562
1602,127163.79155483749
1603,70212.50223755825
1604,253813.44577362866
1605,263577.1540253061
1606,176413.7002926818
1607,238738.63776019553
1608,226252.56847040646
1609,203646.69131401542
1610,148670.52851867978
1611,152068.13173849066
1612,178555.6763818803
1613,171828.58892770752
1614,115743.57217964297
1615,71997.89269850985
1616,71997.89269850985
1617,88604.14232681622
1618,111582.0296038806
1619,125903.39312335162
1620,207759.48102476436
1621,143136.8910037292
1622,136373.27186135913
1623,261667.03338309668
1624,203598.06792002555
1625,131996.36803543638
1626,189358.62736230134
1627,187434.4636435171
1628,278879.2087615002
1629,199544.32157827087
1630,318987.60946328274
1631,238831.19147329032
1632,257359.44759031956
1633,186327.62952178274
1634,188594.99887220468
1635,173984.82896715833
1636,173857.51300641475
1637,177553.95173842553
1638,225982.3531487761
1639,203651.4486882519
1640,262266.14704395924
1641,201338.54187513283
1642,225444.32765240234
1643,248267.80488317017
1644,243034.96992802434
1645,181264.04444670223
1646,164623.41765849479
1647,190229.0836172338
1648,148238.98754573253
1649,125505.28639647842
1650,104170.69966815133
1651,104471.79242742085
1652,124698.40137134166
1653,124850.59007263952
1654,173557.4991795934
1655,177915.12052568886
1656,170384.6025817172
1657,174159.68469813233
1658,170685.6953409866
1659,152985.2382490579
1660,140978.7442512439
1661,347802.55979897466
1662,334014.7559171561
1663,324762.02921978023
1664,392325.8609078104
1665,302480.60307775054
1666,285194.90008854633
1667,307155.39177273563
1668,305794.23776670254
1669,282602.83321868314
1670,307619.5307452611
1671,245810.48696760333
1672,358471.7272717126
1673,287174.47746254294
1674,270343.78538358153
1675,191114.75840525434
1676,188796.15338384162
1677,212947.24859792332
1678,382092.6091000311
1679,312397.25203740934
1680,298287.8649784756
1681,264320.2208518899
1682,276124.05420952
1683,215244.41250449326
1684,197454.49086853722
1685,177040.13417155656
1686,199467.79480435385
1687,186654.8938563373
1688,208797.6914307942
1689,206520.79061720043
1690,200534.6181792547
1691,189958.6698286709
1692,261496.57199188403
1693,187752.34724567388
1694,178537.7592895812
1695,189143.63106082147
1696,262979.31115526415
1697,189332.49833605788
1698,313983.8683268116
1699,300270.7064996996
1700,235349.95879239752
1701,267621.42710652435
1702,280762.1394622789
1703,272624.6313224954
1704,278489.54098214407
1705,240716.53617618373
1706,358597.5061091258
1707,220017.40898237156
1708,220400.68093507132
1709,289700.0106395392
1710,243585.64593106415
1711,257245.42419769545
1712,273070.23117408284
1713,252297.60401466268
1714,228323.172452035
1715,210269.99177272548
1716,206776.90187589044
1717,199014.6225233957
1718,146881.01172485028
1719,218086.0275587067
1720,262384.5083074622
1721,198143.03662731196
1722,123356.30283234711
1723,152761.47613172303
1724,236552.18738737376
1725,232433.25468546094
1726,187436.39437973883
1727,184663.69708055397
1728,198364.81910412456
1729,165919.08900335908
1730,184199.0795704621
1731,128412.00065759337
1732,125758.72366108058
1733,109641.33918617142
1734,117254.01135409693
1735,112264.79945801653
1736,111057.14377761271
1737,292832.0785553147
1738,215275.43053359853
1739,301810.79073003435
1740,220826.69936818443
1741,186999.29461199336
1742,174440.9542030245
1743,194669.9544480082
1744,252249.61189139157
1745,238167.6213212734
1746,261443.97999561287
1747,230120.1643830533
1748,229893.87922962988
1749,156901.1864084988
1750,157602.45452391251
1751,241905.23020474077
1752,109030.39461876312
1753,176575.38974522077
